name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
纪子的餐桌	剧情	7.4	3073	3961	4001	纪子的餐桌 紀子の食卓	2005	日本	日语	159	19.5%,39.0%,33.5%,6.4%,1.6%	日本,园子温,日本电影,吉高由里子,青春,2005,園子溫,吹石一惠	日本,园子温,日本电影,吉高由里子,青春,2005,園子溫,吹石一惠	http://www.imdb.com/title/tt0468820
造物弄人	剧情/传记	7.4	3065	3718	4513	造物弄人 Creation	2009	英国	英语	108	13.2%,47.3%,35.8%,3.3%,0.4%	传记,英国,达尔文,英国电影,JenniferConnelly,2009,PaulBettany,剧情	传记,英国,达尔文,英国电影,JenniferConnelly,2009,PaulBettany,剧情	http://www.imdb.com/title/tt0974014
春梦	剧情	7.4	3030	3563	6287	春梦 춘몽	2016	韩国	韩语	101	16.6%,45.6%,30.8%,5.5%,1.6%	韩国,文艺,2016,黑白,爱情,剧情,釜山电影节,电影	韩国,文艺,2016,黑白,爱情,剧情,釜山电影节,电影	http://www.imdb.com/title/tt6066538
名人百态	剧情/喜剧	7.4	3000	3889	3912	名人百态 Celebrity	1998	美国	英语	113	14.8%,46.4%,34.5%,3.8%,0.6%	WoodyAllen,伍迪·艾伦,美国,LeonardoDiCaprio,1998,美国电影,莱昂纳多·迪卡普里奥,喜剧	WoodyAllen,伍迪·艾伦,美国,LeonardoDiCaprio,1998,美国电影,莱昂纳多·迪卡普里奥,喜剧	http://www.imdb.com/title/tt0120533
南方大作战	剧情/喜剧	7.4	2990	3634	2251	南方大作战 남쪽으로 튀어	2013	韩国	韩语	121	16.0%,43.7%,35.9%,3.9%,0.5%	韩国,喜剧,剧情,2013,自由,温情,搞笑,电影	韩国,喜剧,剧情,2013,自由,温情,搞笑,电影	http://www.imdb.com/title/tt2969482
黄河大侠	剧情/动作/武侠/古装	7.4	2979	3861	733	黄河大侠	1988	中国大陆	汉语普通话	91	17.8%,41.7%,35.3%,4.4%,0.7%	武侠,动作,中国,中国电影,大陆,张鑫炎,1987,淳于珊珊	武侠,动作,中国,中国电影,大陆,张鑫炎,1987,淳于珊珊	http://www.imdb.com/title/tt0096478
不要向下看	剧情/爱情/情色	7.4	2941	3929	7607	不要向下看 No mires para abajo	2008	阿根廷 / 法国	西班牙语	85	17.3%,42.2%,33.4%,5.7%,1.4%	情色,阿根廷,爱情,不要向下看,阿根廷电影,法国,2008,西班牙语	情色,阿根廷,爱情,不要向下看,阿根廷电影,法国,2008,西班牙语	http://www.imdb.com/title/tt1233487
狗狗与你的故事	剧情/喜剧	7.4	2934	3559	1546	狗狗与你的故事 犬とあなたの物語 いぬのえいが	2011	日本	日语	88	16.1%,44.0%,35.4%,3.7%,0.7%	日本电影,狗狗,动物,温情,2011,治愈系,感人,喜剧	日本电影,狗狗,动物,温情,2011,治愈系,感人,喜剧	http://www.imdb.com/title/tt1677555
庆州	剧情	7.4	2917	3587	4904	庆州 경주	2014	韩国	韩语 / 汉语普通话 / 日语	145	18.7%,41.3%,33.0%,6.0%,1.0%	韩国,文艺,2014,爱情,剧情,旅行,D张律,生死	韩国,文艺,2014,爱情,剧情,旅行,D张律,生死	http://www.imdb.com/title/tt3675906
愉快的人生	剧情/喜剧	7.4	2898	3559	1610	愉快的人生 즐거운 인생	2007	韩国	韩语	112	17.5%,41.8%,36.7%,3.4%,0.6%	韩国电影,张根锡,韩国,励志,音乐,快乐人生,人生,2007	韩国电影,张根锡,韩国,励志,音乐,快乐人生,人生,2007	http://www.imdb.com/title/tt1266664
忍者神龟	剧情/喜剧/动作/科幻/家庭/犯罪/冒险	7.4	2891	4344	305	忍者神龟 Teenage Mutant Ninja Turtles	1990	美国 / 香港	英语 / 法语	93	18.4%,40.4%,34.3%,5.7%,1.2%	动画,美国,忍者神龟,童年,童年回忆,1990,动画片,美国动画	动画,美国,忍者神龟,童年,童年回忆,1990,动画片,美国动画	http://www.imdb.com/title/tt0100758
大决战之平津战役	剧情/历史/战争	7.4	2860	4010	427	大决战之平津战役	1992	中国大陆	中文	218	20.0%,38.1%,36.0%,3.2%,2.7%	战争,中国,历史,中国电影,解放战争,大陆,大决战,1990	战争,中国,历史,中国电影,解放战争,大陆,大决战,1990	http://www.imdb.com/title/tt0099340
鼩鼱的巢穴	剧情/惊悚/恐怖	7.4	2856	3287	2304	鼩鼱的巢穴 Musarañas	2014	西班牙 / 法国	西班牙语	91	14.7%,44.7%,35.7%,3.9%,1.0%	西班牙,惊悚,悬疑,恐怖,犯罪,心理,剧情,2014	西班牙,惊悚,悬疑,恐怖,犯罪,心理,剧情,2014	http://www.imdb.com/title/tt3417756
99法郎	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
夜幕	剧情/爱情	7.4	2760	3705	5876	夜幕 Evening	2007	美国 / 德国	英语	117	14.5%,45.2%,35.3%,4.6%,0.5%	美国,爱情,美国电影,女性,夜幕,独立电影,2007,Evening	美国,爱情,美国电影,女性,夜幕,独立电影,2007,Evening	http://www.imdb.com/title/tt0765447
哥本哈根	剧情/爱情/冒险	7.4	2727	3232	2226	哥本哈根 Copenhagen	2014	加拿大 / 美国 / 丹麦	英语 / 丹麦语	98	16.4%,41.3%,36.6%,4.9%,0.8%	丹麦,爱情,北欧，爱情,剧情,美国,2014,加拿大,欧洲	丹麦,爱情,北欧，爱情,剧情,美国,2014,加拿大,欧洲	http://www.imdb.com/title/tt2459156
爱与分手间	剧情/爱情/同性	7.4	2683	3264	2018	爱与分手间 between love and goodbye	2008	美国	英语 / 法语	97	17.4%,43.0%,33.4%,4.8%,1.5%	同志,美国,爱情,gay,美国电影,同性,2009,love	同志,美国,爱情,gay,美国电影,同性,2009,love	http://www.imdb.com/title/tt1137437
亡命徒与天使	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
你是好孩子	剧情	7.4	2658	3092	2216	你是好孩子 きみはいい子	2015	日本	日语	120	15.4%,45.9%,35.0%,3.2%,0.5%	日本,2015,剧情,儿童,家庭,温情,人性,亲情	日本,2015,剧情,儿童,家庭,温情,人性,亲情	http://www.imdb.com/title/tt3818826
伟大的愿望	剧情/喜剧	7.5	2637	3013	1981	伟大的愿望 위대한 소원	2016	韩国	韩语	101	17.7%,43.7%,33.1%,4.5%,1.0%	韩国,喜剧,搞笑,温情,韩国电影,青春,2016,韩影	韩国,喜剧,搞笑,温情,韩国电影,青春,2016,韩影	
情挑六月花	剧情/爱情	7.4	2597	3337	2764	情挑六月花 White Palace	1990	美国	英语	103	16.2%,44.0%,35.1%,4.1%,0.7%	美国,爱情,情色,姐弟恋,JamesSpader,美国电影,SusanSarandon,伦理	美国,爱情,情色,姐弟恋,JamesSpader,美国电影,SusanSarandon,伦理	http://www.imdb.com/title/tt0103251
女教皇	剧情/爱情/历史	7.4	2581	3372	2196	女教皇 Die Päpstin	2009	德国 / 英国 / 意大利 / 西班牙	英语 / 拉丁语	149	14.3%,47.6%,34.5%,2.8%,0.8%	宗教,传记,女教皇,德国,历史,德国电影,人性,欧洲	宗教,传记,女教皇,德国,历史,德国电影,人性,欧洲	http://www.imdb.com/title/tt0458455
事不过三	剧情/喜剧	7.4	2576	3409	2773	事不过三 Three and Out	2008	英国	英语	106	14.2%,48.3%,32.6%,4.5%,0.4%	英国,黑色幽默,喜剧,英国电影,温情,2008,剧情,事不过三	英国,黑色幽默,喜剧,英国电影,温情,2008,剧情,事不过三	http://www.imdb.com/title/tt1130980
航运新闻	剧情/爱情	7.4	2545	3228	2846	航运新闻 The Shipping News	2001	美国	英语	111	13.7%,45.8%,35.2%,5.0%,0.3%	美国,Kevinspacey,JulianneMoore,CateBlanchett,剧情,美国电影,爱情,2001	美国,Kevinspacey,JulianneMoore,CateBlanchett,剧情,美国电影,爱情,2001	http://www.imdb.com/title/tt0120824
四个毕业生	剧情/喜剧/爱情	7.4	2524	3259	6518	四个毕业生 Reality Bites	1994	美国	英语	99	16.3%,41.3%,38.2%,3.5%,0.8%	美国,EthanHawke,WinonaRyder,青春,爱情,美国电影,1994,BenStiller	美国,EthanHawke,WinonaRyder,青春,爱情,美国电影,1994,BenStiller	http://www.imdb.com/title/tt0110950
隐墙	剧情/奇幻	7.4	2510	3033	2407	隐墙 Die Wand	2012	德国 / 奥地利	德语	108	21.5%,36.1%,33.5%,7.1%,1.9%	德国,文艺,剧情,德国电影,奥地利,人生,自然,2012	德国,文艺,剧情,德国电影,奥地利,人生,自然,2012	http://www.imdb.com/title/tt1745686
温蒂和露茜	剧情	7.4	2490	3234	5124	温蒂和露茜 Wendy and Lucy	2008	美国	英语	80	14.7%,46.4%,35.0%,3.3%,0.6%	美国,美国电影,MichelleWilliams,独立,剧情,2008,独立电影,KellyReichardt	美国,美国电影,MichelleWilliams,独立,剧情,2008,独立电影,KellyReichardt	http://www.imdb.com/title/tt1152850
爱上凯斯	剧情/爱情	7.4	2478	3015	2034	爱上凯斯 Keith	2008	美国	英语	93	19.6%,40.5%,33.0%,5.9%,1.1%	爱情,青春,美国,JesseMcCartney,美国电影,爱上凯斯,2008,电影	爱情,青春,美国,JesseMcCartney,美国电影,爱上凯斯,2008,电影	http://www.imdb.com/title/tt0435679
适合分手的季节	剧情	7.4	2446	3489	6366	适合分手的季节 Iklimler	2006	土耳其 / 法国	土耳其语	101	16.2%,45.8%,32.5%,4.7%,0.7%	土耳其,爱情,努里·比格·锡兰,土耳其电影,文艺,2006,NuriBilgeCeylan,法国	土耳其,爱情,努里·比格·锡兰,土耳其电影,文艺,2006,NuriBilgeCeylan,法国	http://www.imdb.com/title/tt0498097
性、毒品和摇滚乐	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
3月的狮子 前篇	剧情	7.4	2368	2719	1822	3月的狮子 前篇 3月のライオン 前編	2017	日本	日语	138	12.5%,46.8%,37.4%,2.8%,0.4%	日本,2017,漫画改编,漫改,成长,青春,剧情,励志	日本,2017,漫画改编,漫改,成长,青春,剧情,励志	http://www.imdb.com/title/tt5514632
梅格雷的十字路口之夜	剧情/悬疑/犯罪	7.4	2346	2718	2307	梅格雷的十字路口之夜 Maigret: Night at the Crossroads	2017	英国	英语	88	12.7%,47.2%,37.0%,2.9%,0.2%	悬疑,推理,英国,侦探,犯罪,英剧,2017,英国电影	悬疑,推理,英国,侦探,犯罪,英剧,2017,英国电影	http://www.imdb.com/title/tt6326286
四根羽毛	剧情/战争/冒险	7.4	2338	3053	2921	四根羽毛 The Four Feathers	2002	美国 / 英国	英语	131	16.5%,43.9%,35.6%,3.2%,0.8%	战争,英国,HeathLedger,爱情,美国,四根羽毛,美国电影,非洲	战争,英国,HeathLedger,爱情,美国,四根羽毛,美国电影,非洲	http://www.imdb.com/title/tt0240510
边境	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
智利说不	剧情/历史	7.4	2292	2861	5313	智利说不 No	2012	智利 / 美国 / 法国 / 墨西哥	西班牙语	118	13.8%,47.4%,33.3%,4.4%,1.0%	智利,政治,2012,剧情,拉美,历史,GaelGarcíaBernal,美国	智利,政治,2012,剧情,拉美,历史,GaelGarcíaBernal,美国	http://www.imdb.com/title/tt2059255
渡江侦察记	剧情/战争	7.4	2281	3459	254	渡江侦察记	1954	中国大陆	汉语普通话	110	15.2%,43.9%,37.1%,2.6%,1.2%	老电影,战争,中国,中国电影,革命,孙道临,大陆,电影	老电影,战争,中国,中国电影,革命,孙道临,大陆,电影	http://www.imdb.com/title/tt6478958
百万杀人游戏	剧情/惊悚/犯罪	7.4	2277	3111	3912	百万杀人游戏 13 Tzameti	2005	法国	法语 / 格鲁吉亚语 / 德语	93	16.2%,42.6%,35.2%,4.8%,1.2%	法国,悬疑,暴力,法国电影,CULT,剧情,格鲁吉亚,2005	法国,悬疑,暴力,法国电影,CULT,剧情,格鲁吉亚,2005	http://www.imdb.com/title/tt0475169
天生胆小	剧情	7.4	2266	3095	1644	天生胆小	1994	中国	汉语普通话	84	15.9%,41.8%,39.1%,2.8%,0.4%	葛优,喜剧,梁天,中国,中国电影,大陆,1994,谢园	葛优,喜剧,梁天,中国,中国电影,大陆,1994,谢园	http://www.imdb.com/title/tt0340396
奇异小子	剧情	7.4	2254	3735	10224	奇异小子 Gummo	1997	美国	英语	89	19.7%,41.0%,30.7%,5.8%,2.8%	美国,独立电影,奇异小子,青春,cult,美国电影,gummo,独立	美国,独立电影,奇异小子,青春,cult,美国电影,gummo,独立	http://www.imdb.com/title/tt0119237
浴血华沙	剧情/战争	7.4	2231	2539	1520	浴血华沙 Miasto 44	2014	波兰	波兰语	130	19.2%,40.8%,32.8%,6.4%,0.9%	战争,波兰,二战,历史,爱情,人性,2014,青春	战争,波兰,二战,历史,爱情,人性,2014,青春	http://www.imdb.com/title/tt3765326
逃狱	剧情/惊悚/犯罪	7.4	2214	2615	1520	逃狱 The Escapist	2008	英国 / 爱尔兰	英语	102	13.9%,46.6%,34.2%,4.2%,1.1%	英国,犯罪,剧情,逃狱,英国电影,悬疑,2008,电影	英国,犯罪,剧情,逃狱,英国电影,悬疑,2008,电影	http://www.imdb.com/title/tt0961728
宫本武藏续 一乘寺之决斗	剧情/动作/传记/历史/冒险	7.4	2208	2476	380	宫本武藏续 一乘寺之决斗 続宮本武蔵 一乗寺の決闘	1955	日本	日语	104	12.5%,48.2%,35.5%,3.7%,0.1%	日本,稻垣浩,三船敏郎,武士,日本电影,宫本武藏,1955,CC	日本,稻垣浩,三船敏郎,武士,日本电影,宫本武藏,1955,CC	http://www.imdb.com/title/tt0048579
权力的游戏：征服与反抗	剧情/动画	7.4	2205	2491	1900	权力的游戏：征服与反抗 Game of Thrones: Conquest and Rebellion	2017	美国	英语	45	19.3%,37.1%,39.5%,3.1%,0.9%	权力的游戏,动画,冰与火之歌,美剧,HBO,美国,魔幻,奇幻	权力的游戏,动画,冰与火之歌,美剧,HBO,美国,魔幻,奇幻	
男人与鸡	剧情/喜剧	7.4	2158	2568	2731	男人与鸡 Mænd & høns	2015	丹麦	丹麦语	100	16.7%,43.1%,34.3%,5.0%,1.0%	丹麦,黑色幽默,喜剧,剧情,2015,黑色,人性,荒诞	丹麦,黑色幽默,喜剧,剧情,2015,黑色,人性,荒诞	http://www.imdb.com/title/tt3877674
突出部之役	剧情/动作/战争	7.4	2153	2721	834	突出部之役 Battle of the Bulge	1965	美国	英语 / 德语	167	13.3%,49.2%,32.9%,3.9%,0.7%	二战,战争,美国,坦克,美国电影,经典,历史,电影	二战,战争,美国,坦克,美国电影,经典,历史,电影	http://www.imdb.com/title/tt0058947
我人生中最美的一周	剧情	7.4	2152	3004	3048	我人生中最美的一周 내 생애 가장 아름다운 일주일	2005	韩国	韩语	129	17.1%,42.3%,35.7%,4.4%,0.5%	韩国电影,韩国,爱情,我人生中最美的一周,人生,情感,生活,剧情	韩国电影,韩国,爱情,我人生中最美的一周,人生,情感,生活,剧情	http://www.imdb.com/title/tt0479724
耻	剧情	7.4	2146	2881	4322	耻 Disgrace	2008	澳大利亚 / 南非	英语	119	14.7%,44.9%,35.4%,3.8%,1.2%	澳大利亚,南非,人性,剧情,库切,JohnMalkovich,耻,澳大利亚电影	澳大利亚,南非,人性,剧情,库切,JohnMalkovich,耻,澳大利亚电影	http://www.imdb.com/title/tt0445953
白痴	剧情/喜剧	7.4	2069	2965	4639	白痴 Idioterne	1998	丹麦 / 瑞典 / 法国 / 荷兰 / 意大利	丹麦语	117	19.5%,42.9%,28.3%,6.2%,3.1%	丹麦,拉斯·冯·特里尔,拉斯·冯·提尔,丹麦电影,Lars_von_Trier,LarsvonTrier,Dogme95,1998	丹麦,拉斯·冯·特里尔,拉斯·冯·提尔,丹麦电影,Lars_von_Trier,LarsvonTrier,Dogme95,1998	http://www.imdb.com/title/tt0154421
北方的金丝雀	剧情/悬疑	7.4	2035	2435	2394	北方的金丝雀 北のカナリアたち	2012	日本	日语	122	16.5%,42.2%,36.5%,3.9%,0.8%	日本,日本电影,吉永小百合,宫崎葵,2012,满岛光,松田龙平,松田龍平	日本,日本电影,吉永小百合,宫崎葵,2012,满岛光,松田龙平,松田龍平	http://www.imdb.com/title/tt2046110
赖小子	剧情	7.4	2032	2963	2446	赖小子	2006	中国	汉语普通话 / 晋语	89	15.9%,43.9%,34.7%,4.6%,1.0%	韩杰,贾樟柯,青春,大陆,中国电影,残酷青春,中国,山西	韩杰,贾樟柯,青春,大陆,中国电影,残酷青春,中国,山西	http://www.imdb.com/title/tt0495135
鲍比	剧情/历史	7.4	2026	2575	2156	鲍比 Bobby	2006	美国	英语 / 西班牙语	117	13.3%,48.2%,33.4%,3.9%,1.2%	美国,政治,历史,剧情,美国电影,2006,AnthonyHopkins,电影	美国,政治,历史,剧情,美国电影,2006,AnthonyHopkins,电影	http://www.imdb.com/title/tt0308055
我愿意	剧情/爱情/同性	7.4	2026	2362	1851	我愿意 I Do	2012	美国	英语 / 西班牙语	91	18.2%,40.5%,35.2%,5.1%,1.0%	同性,美国,爱情,同志,温情,2012,美国电影,电影	同性,美国,爱情,同志,温情,2012,美国电影,电影	http://www.imdb.com/title/tt2102499
警员	剧情	7.4	2011	2408	2829	警员 Polisse	2011	法国	法语 / 意大利语 / 罗马尼亚语 / 阿拉伯语	127	16.9%,44.2%,33.7%,4.4%,0.7%	法国,法国电影,剧情,2011,犯罪,第64届戛纳电影节,戛纳,Maïwen	法国,法国电影,剧情,2011,犯罪,第64届戛纳电影节,戛纳,Maïwen	http://www.imdb.com/title/tt1661420
失恋33天	剧情/爱情	7.3	397213	508247	18728	失恋33天	2011	中国大陆	汉语普通话	110	14.9%,41.9%,37.2%,4.9%,1.1%	爱情,文艺,中国,喜剧,青春,内地,2011,搞笑	爱情,文艺,中国,喜剧,青春,内地,2011,搞笑	http://www.imdb.com/title/tt2115388
暮光之城	剧情/爱情/惊悚/奇幻	7.3	285300	369655	11338	暮光之城 Twilight	2008	美国	英语	122	18.8%,38.3%,34.1%,6.7%,2.1%	吸血鬼,爱情,暮光之城,美国,Twilight,美国电影,魔幻,奇幻	吸血鬼,爱情,暮光之城,美国,Twilight,美国电影,魔幻,奇幻	http://www.imdb.com/title/tt1099212
春娇与志明	剧情/喜剧/爱情	7.3	272913	343743	21169	春娇与志明 春嬌與志明	2012	香港 / 中国大陆	粤语 / 汉语普通话	111	16.4%,41.2%,35.7%,5.5%,1.2%	爱情,香港,文艺,都市,2012,喜剧,浪漫,搞笑	爱情,香港,文艺,都市,2012,喜剧,浪漫,搞笑	http://www.imdb.com/title/tt2238839
搜索	剧情/悬疑	7.3	225992	272155	16459	搜索	2012	中国大陆	汉语普通话	117	16.1%,42.5%,33.9%,6.0%,1.4%	人性,爱情,剧情,搜索,社会,人生,网络,悬疑	人性,爱情,剧情,搜索,社会,人生,网络,悬疑	http://www.imdb.com/title/tt2259360
绣春刀II：修罗战场	剧情/动作/武侠/古装	7.3	206110	220042	21301	绣春刀II：修罗战场	2017	中国大陆	汉语普通话	120	12.4%,47.0%,35.0%,4.6%,1.0%	武侠,古装,动作,锦衣卫,国产,2017,剧情,华语	武侠,古装,动作,锦衣卫,国产,2017,剧情,华语	http://www.imdb.com/title/tt7055592
记忆大师	剧情/悬疑/惊悚/犯罪	7.3	183127	193586	27170	记忆大师	2017	中国大陆	汉语普通话	119	12.3%,45.1%,36.4%,5.3%,0.9%	悬疑,犯罪,推理,国产,烧脑,剧情,中国大陆,2017	悬疑,犯罪,推理,国产,烧脑,剧情,中国大陆,2017	http://www.imdb.com/title/tt5636668
雪国列车	剧情/动作/科幻/灾难	7.3	173774	201346	25937	雪国列车 설국열차	2013	韩国 / 捷克 / 美国 / 法国	英语 / 韩语 / 日语 / 法语 / 捷克语	125	13.8%,44.0%,35.5%,5.4%,1.3%	科幻,韩国,人性,奉俊昊,韩国电影,美国,2013,剧情	科幻,韩国,人性,奉俊昊,韩国电影,美国,2013,剧情	http://www.imdb.com/title/tt1706620
水形物语	剧情/爱情/奇幻	7.3	171680	183738	87848	水形物语 The Shape of Water	2017	美国	英语 / 美国手语 / 俄语	123	14.6%,41.9%,36.9%,5.5%,1.2%	爱情,奇幻,美国,浪漫,魔幻,科幻,剧情,2017	爱情,奇幻,美国,浪漫,魔幻,科幻,剧情,2017	http://www.imdb.com/title/tt5580390
重返十七岁	剧情/喜剧/爱情	7.3	148032	188742	20011	重返十七岁 17 Again	2009	美国	英语	102	11.6%,43.7%,40.7%,3.6%,0.4%	青春,美国,喜剧,重返十七岁,校园,成长,爱情,励志	青春,美国,喜剧,重返十七岁,校园,成长,爱情,励志	http://www.imdb.com/title/tt0974661
新警察故事	剧情/动作/惊悚/犯罪	7.3	141360	192798	3156	新警察故事	2004	中国大陆 / 香港	英语 / 汉语普通话 / 粤语	123	11.9%,44.0%,40.2%,3.5%,0.5%	香港,动作,警匪,犯罪,2004,剧情,经典,人性	香港,动作,警匪,犯罪,2004,剧情,经典,人性	http://www.imdb.com/title/tt0386005
最爱	剧情/爱情	7.3	121158	157437	25922	最爱	2011	中国大陆 / 香港	汉语普通话	101	12.2%,45.6%,36.8%,4.6%,0.9%	爱情,艾滋病,人性,文艺,中国,2011,内地,剧情	爱情,艾滋病,人性,文艺,中国,2011,内地,剧情	http://www.imdb.com/title/tt1664704
手机	剧情/喜剧/家庭	7.3	111637	155356	7064	手机	2003	中国大陆	汉语普通话	107	11.4%,47.0%,38.1%,3.1%,0.4%	冯小刚,喜剧,葛优,中国电影,大陆,中国,手机,电影	冯小刚,喜剧,葛优,中国电影,大陆,中国,手机,电影	http://www.imdb.com/title/tt0399650
杀破狼2	剧情/动作/犯罪	7.3	102638	116305	11680	杀破狼2 殺破狼2	2015	香港 / 中国大陆	汉语普通话 / 粤语 / 英语 / 泰语 / 韩语	120	14.3%,44.8%,35.1%,4.8%,1.0%	动作,香港,犯罪,暴力,2015,剧情,黑帮,人性	动作,香港,犯罪,暴力,2015,剧情,黑帮,人性	http://www.imdb.com/title/tt3197766
汉江怪物	剧情/科幻/惊悚/灾难	7.3	97720	158455	10582	汉江怪物 괴물	2006	韩国	英语 / 韩语	120	14.3%,42.6%,36.9%,5.1%,1.1%	韩国,科幻,韩国电影,怪物,惊悚,奉俊昊,恐怖,2006	韩国,科幻,韩国电影,怪物,惊悚,奉俊昊,恐怖,2006	http://www.imdb.com/title/tt0468492
线人	剧情/动作/惊悚	7.3	97581	124783	12176	线人 線人	2010	香港 / 中国大陆	粤语 / 汉语普通话	113	10.3%,47.4%,38.6%,3.3%,0.4%	香港电影,谢霆锋,香港,张家辉,桂纶镁,动作,林超贤,2010	香港电影,谢霆锋,香港,张家辉,桂纶镁,动作,林超贤,2010	http://www.imdb.com/title/tt1535492
新宿事件	剧情/惊悚/犯罪	7.3	80721	101937	17976	新宿事件	2009	香港	汉语普通话 / 日语 / 粤语 / 英语 / 闽南语	119	12.7%,46.0%,36.6%,4.1%,0.7%	成龙,香港,吴彦祖,尔冬升,黑帮,新宿事件,动作,徐静蕾	成龙,香港,吴彦祖,尔冬升,黑帮,新宿事件,动作,徐静蕾	http://www.imdb.com/title/tt1075419
美食、祈祷和恋爱	剧情/爱情	7.3	79790	103586	51473	美食、祈祷和恋爱 Eat Pray Love	2010	美国	英语	140	17.7%,37.8%,36.7%,6.6%,1.2%	爱情,美国,旅行,小说改编,剧情,2010,文艺,女性	爱情,美国,旅行,小说改编,剧情,2010,文艺,女性	http://www.imdb.com/title/tt0879870
小丑回魂	剧情/恐怖/儿童	7.3	76000	82649	47395	小丑回魂 It	2017	美国 / 加拿大	英语	135	14.7%,43.2%,35.1%,5.6%,1.3%	恐怖,惊悚,美国,小丑,悬疑,2017,成长,小说改编	恐怖,惊悚,美国,小丑,悬疑,2017,成长,小说改编	http://www.imdb.com/title/tt1396484
月光男孩	剧情/同性	7.3	74674	82773	36878	月光男孩 Moonlight	2016	美国	英语	111	13.5%,42.4%,38.5%,4.5%,1.1%	同性,美国,成长,黑人,剧情,同志,LGBT,2016	同性,美国,成长,黑人,剧情,同志,LGBT,2016	http://www.imdb.com/title/tt4975722
我的初恋情人	剧情/爱情	7.3	66910	87387	16425	我的初恋情人 僕の初恋をキミに捧ぐ	2009	日本	日语	122	15.2%,40.9%,37.9%,5.2%,0.7%	爱情,日本电影,日本,青春,井上真央,僕の初恋をキミに捧ぐ,岡田將生,电影	爱情,日本电影,日本,青春,井上真央,僕の初恋をキミに捧ぐ,岡田將生,电影	http://www.imdb.com/title/tt1401656
浮城谜事	剧情	7.3	63210	78487	28722	浮城谜事	2012	中国大陆 / 法国	汉语普通话	98	11.5%,45.9%,37.5%,4.3%,0.8%	文艺,中国,人性,爱情,剧情,2012,悬疑,内地	文艺,中国,人性,爱情,剧情,2012,悬疑,内地	http://www.imdb.com/title/tt2369127
羞耻	剧情/情色	7.3	62714	78097	47597	羞耻 Shame	2011	英国	英语	101	14.4%,43.1%,36.9%,4.7%,0.8%	英国,情色,人性,剧情,伦理,心理,2011,文艺	英国,情色,人性,剧情,伦理,心理,2011,文艺	http://www.imdb.com/title/tt1723811
东京审判	剧情/历史/战争/犯罪	7.3	62205	87134	6300	东京审判	2006	中国大陆	英语 / 日语 / 汉语普通话	111	15.0%,42.6%,36.0%,5.2%,1.2%	历史,二战,战争,大陆,剧情,日本,人性,内地	历史,二战,战争,大陆,剧情,日本,人性,内地	http://www.imdb.com/title/tt0884868
莎翁情史	剧情/喜剧/爱情	7.3	60375	82539	22710	莎翁情史 Shakespeare in Love	1998	英国 / 美国	英语	123	13.8%,44.0%,37.7%,3.8%,0.6%	爱情,莎士比亚,美国,英国,奥斯卡,美国电影,经典,1998	爱情,莎士比亚,美国,英国,奥斯卡,美国电影,经典,1998	http://www.imdb.com/title/tt0138097
死亡幻觉	剧情/科幻/悬疑	7.3	55478	69564	36864	死亡幻觉 Donnie Darko	2001	美国	英语	113	19.5%,39.0%,32.8%,6.7%,2.0%	悬疑,科幻,美国,惊悚,JakeGyllenhaal,美国电影,2001,cult	悬疑,科幻,美国,惊悚,JakeGyllenhaal,美国电影,2001,cult	http://www.imdb.com/title/tt0246578
疯狂愚蠢的爱	剧情/喜剧/爱情/家庭	7.3	51804	63259	25025	疯狂愚蠢的爱 Crazy, Stupid, Love	2011	美国	英语	118	12.0%,45.1%,38.4%,3.9%,0.5%	喜剧,美国,爱情,2011,家庭,搞笑,温情,剧情	喜剧,美国,爱情,2011,家庭,搞笑,温情,剧情	http://www.imdb.com/title/tt1570728
歌舞青春3：毕业季	剧情/喜剧/家庭	7.3	51085	67664	4324	歌舞青春3：毕业季 High School Musical 3: Senior Year	2008	美国	英语	112	16.3%,37.8%,39.9%,5.2%,0.9%	青春,音乐剧,美国,歌舞青春,美国电影,校园,disney,高校音乐剧	青春,音乐剧,美国,歌舞青春,美国电影,校园,disney,高校音乐剧	http://www.imdb.com/title/tt0962726
Hello！树先生	剧情/喜剧	7.3	50842	62906	13953	Hello！树先生	2011	中国大陆	汉语普通话	93	17.7%,40.0%,33.8%,6.6%,1.9%	黑色幽默,中国,乡村,农村,剧情,2011,奇幻,东北	黑色幽默,中国,乡村,农村,剧情,2011,奇幻,东北	http://www.imdb.com/title/tt2043878
记住我	剧情/爱情/家庭	7.3	50158	65479	22458	记住我 Remember Me	2010	美国	英语 / 汉语普通话	113	14.4%,41.3%,38.6%,5.0%,0.7%	爱情,美国,成长,青春,911,亲情,文艺,2010	爱情,美国,成长,青春,911,亲情,文艺,2010	http://www.imdb.com/title/tt1403981
