name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
塞瑟岛之旅	剧情	8.5	2315	3273	8073	塞瑟岛之旅 Ταξίδι στα Κύθηρα	1984	希腊 / 意大利 / 英国 / 西德	英语 / 希腊语	120	38.6%,48.7%,11.1%,1.4%,0.2%	希腊,安哲罗普洛斯,西奥·安哲罗普洛斯,希腊电影,1984,TheoAngelopoulos,Theo_Angelopoulos,欧洲电影	希腊,安哲罗普洛斯,西奥·安哲罗普洛斯,希腊电影,1984,TheoAngelopoulos,Theo_Angelopoulos,欧洲电影	http://www.imdb.com/title/tt0088241
乱云	剧情	8.5	2249	2783	4114	乱云 乱れ雲	1967	日本	日语 / 英语	108	36.9%,50.0%,12.3%,0.5%,0.2%	成濑巳喜男,日本,日本电影,爱情,1967,1960s,司叶子,加山雄三	成濑巳喜男,日本,日本电影,爱情,1967,1960s,司叶子,加山雄三	http://www.imdb.com/title/tt0061971
东京暮色	剧情	8.5	2244	3051	4758	东京暮色 東京暮色	1957	日本	日语	140	36.8%,50.6%,11.4%,0.7%,0.4%	小津安二郎,日本,日本电影,原节子,1957,笠智众,1950s,文艺	小津安二郎,日本,日本电影,原节子,1957,笠智众,1950s,文艺	http://www.imdb.com/title/tt0051093
你的名字。	剧情/爱情/动画	8.4	484126	518482	103167	你的名字。 君の名は。	2016	日本	日语	106	43.4%,38.2%,16.0%,1.8%,0.6%	日本,动画,爱情,青春,感动,二次元,温情,治愈	日本,动画,爱情,青春,感动,二次元,温情,治愈	http://www.imdb.com/title/tt5311514
爱乐之城	剧情/爱情/歌舞	8.4	375791	401443	77044	爱乐之城 La La Land	2016	美国	英语	128	41.2%,38.9%,16.8%,2.4%,0.7%	爱情,歌舞,音乐,梦想,美国,文艺,浪漫,音乐剧	爱情,歌舞,音乐,梦想,美国,文艺,浪漫,音乐剧	http://www.imdb.com/title/tt3783958
驴得水	剧情/喜剧	8.4	336219	360871	39455	驴得水	2016	中国大陆	汉语普通话	111	39.6%,42.5%,14.5%,2.4%,0.9%	黑色幽默,人性,讽刺,开心麻花,喜剧,中国大陆,内涵,2016	黑色幽默,人性,讽刺,开心麻花,喜剧,中国大陆,内涵,2016	http://www.imdb.com/title/tt6167014
敦刻尔克	剧情/历史/战争	8.4	331062	352484	90499	敦刻尔克 Dunkirk	2017	英国 / 法国 / 美国 / 荷兰	英语 / 法语 / 德语	107	40.2%,44.0%,14.0%,1.3%,0.5%	二战,战争,历史,英国,真实事件改编,军事,2017,剧情	二战,战争,历史,英国,真实事件改编,军事,2017,剧情	http://www.imdb.com/title/tt5013056
傲慢与偏见	剧情/爱情	8.4	317147	416142	64082	傲慢与偏见 Pride & Prejudice	2005	法国 / 英国 / 美国	英语	129	40.4%,43.4%,14.8%,1.2%,0.3%	爱情,傲慢与偏见,英国,经典,名著改编,英国电影,KeiraKnightley,名著	爱情,傲慢与偏见,英国,经典,名著改编,英国电影,KeiraKnightley,名著	http://www.imdb.com/title/tt0414387
火星救援	剧情/科幻/冒险	8.4	314745	352156	35889	火星救援 The Martian	2015	美国 / 英国	英语 / 汉语普通话	144	35.4%,49.2%,14.3%,0.9%,0.2%	科幻,美国,马特·达蒙,火星,冒险,2015,剧情,励志	科幻,美国,马特·达蒙,火星,冒险,2015,剧情,励志	http://www.imdb.com/title/tt3659388
香水	剧情/犯罪/奇幻	8.4	286460	367058	84501	香水 Perfume: The Story of a Murderer	2006	德国 / 法国 / 西班牙 / 美国	英语	147	40.3%,43.4%,14.3%,1.5%,0.5%	香水,法国,犯罪,惊悚,剧情,德国,2006,人性	香水,法国,犯罪,惊悚,剧情,德国,2006,人性	http://www.imdb.com/title/tt0396171
无耻混蛋	剧情/犯罪	8.4	229154	278925	76887	无耻混蛋 Inglourious Basterds	2009	美国 / 德国	英语 / 德语 / 法语 / 意大利语	153	39.0%,45.5%,13.7%,1.3%,0.4%	黑色幽默,美国,二战,暴力,战争,无耻混蛋,剧情,2009	黑色幽默,美国,二战,暴力,战争,无耻混蛋,剧情,2009	http://www.imdb.com/title/tt0361748
青蛇	剧情/奇幻/古装	8.4	228841	302027	22196	青蛇	1993	香港	粤语	99	39.3%,44.1%,15.4%,1.1%,0.1%	香港,爱情,经典,古装,奇幻,魔幻,人性,中国	香港,爱情,经典,古装,奇幻,魔幻,人性,中国	http://www.imdb.com/title/tt0106559
发条橙	剧情/科幻/犯罪	8.4	190360	253181	111268	发条橙 A Clockwork Orange	1971	英国 / 美国	英语	136	42.2%,40.7%,14.6%,1.8%,0.7%	暴力,库布里克,发条橙,英国,经典,青春,StanleyKubrick,英国电影	暴力,库布里克,发条橙,英国,经典,青春,StanleyKubrick,英国电影	http://www.imdb.com/title/tt0066921
美国丽人	剧情/爱情/家庭	8.4	190235	247690	70289	美国丽人 American Beauty	1999	美国	英语	122	39.5%,44.6%,14.8%,1.0%,0.2%	美国,伦理,人性,剧情,经典,人生,家庭,1999	美国,伦理,人性,剧情,经典,人生,家庭,1999	http://www.imdb.com/title/tt0169547
英国病人	剧情/爱情/战争	8.4	177300	239165	115158	英国病人 The English Patient	1996	美国 / 英国	英语 / 德语 / 意大利语 / 阿拉伯语	162	40.1%,43.9%,14.5%,1.2%,0.3%	爱情,经典,文艺,剧情,伦理,1996,感动,唯美	爱情,经典,文艺,剧情,伦理,1996,感动,唯美	http://www.imdb.com/title/tt0116209
美丽心灵的永恒阳光	剧情/爱情/奇幻	8.4	147431	182605	92880	美丽心灵的永恒阳光 Eternal Sunshine of the Spotless Mind	2004	美国	英语	108	41.4%,41.7%,15.1%,1.6%,0.3%	爱情,美国,文艺,奇幻,心理,剧情,失忆,2004	爱情,美国,文艺,奇幻,心理,剧情,失忆,2004	http://www.imdb.com/title/tt0338013
角斗士	剧情/动作/历史/冒险	8.4	127258	169727	27191	角斗士 Gladiator	2000	英国 / 美国	英语	155	38.0%,46.0%,15.0%,0.8%,0.1%	史诗,角斗士,美国,罗马,战争,动作,经典,历史	史诗,角斗士,美国,罗马,战争,动作,经典,历史	http://www.imdb.com/title/tt0172495
暗战	剧情/动作/犯罪	8.4	118553	154233	16383	暗战 暗戰	1999	香港	粤语	93	36.2%,48.4%,14.5%,0.8%,0.1%	杜琪峰,香港,刘德华,刘青云,警匪,香港电影,经典,动作	杜琪峰,香港,刘德华,刘青云,警匪,香港电影,经典,动作	http://www.imdb.com/title/tt0216165
导盲犬小Q	剧情	8.4	115757	157927	24321	导盲犬小Q クイール	2004	日本	日语	100	37.9%,45.8%,15.3%,0.9%,0.2%	日本,温情,导盲犬小Q,动物,日本电影,感动,狗,剧情	日本,温情,导盲犬小Q,动物,日本电影,感动,狗,剧情	http://www.imdb.com/title/tt0400761
出租车司机	剧情/犯罪	8.4	107534	139704	63521	出租车司机 Taxi Driver	1976	美国	英语 / 西班牙语	113	38.6%,44.9%,15.0%,1.3%,0.3%	美国,经典,暴力,剧情,犯罪,1976,人性,黑色	美国,经典,暴力,剧情,犯罪,1976,人性,黑色	http://www.imdb.com/title/tt0075314
弱点	剧情/家庭/传记/运动	8.4	105392	129337	38521	弱点 The Blind Side	2009	美国	英语	129	37.5%,46.5%,14.6%,1.2%,0.2%	励志,美国,温情,真人真事改编,成长,家庭,亲情,体育	励志,美国,温情,真人真事改编,成长,家庭,亲情,体育	http://www.imdb.com/title/tt0878804
追击者	剧情/惊悚/犯罪	8.4	104772	121765	32115	追击者 추격자	2008	韩国	韩语	125	35.7%,49.4%,13.1%,1.2%,0.5%	犯罪,韩国,悬疑,韩国电影,河正宇,惊悚,罗宏镇,2008	犯罪,韩国,悬疑,韩国电影,河正宇,惊悚,罗宏镇,2008	http://www.imdb.com/title/tt1190539
大红灯笼高高挂	剧情/爱情/历史	8.4	102206	135836	19748	大红灯笼高高挂	1991	中国大陆 / 香港 / 台湾	汉语普通话	125	34.5%,50.8%,13.8%,0.8%,0.2%	剧情,人性,经典,1991,女性,文艺,中国大陆,小说改编	剧情,人性,经典,1991,女性,文艺,中国大陆,小说改编	http://www.imdb.com/title/tt0101640
一级恐惧	剧情/悬疑/惊悚/犯罪	8.4	92170	109850	54799	一级恐惧 Primal Fear	1996	美国	英语 / 西班牙语	129	34.7%,50.6%,13.8%,0.8%,0.2%	悬疑,犯罪,美国,EdwardNorton,心理,爱德华诺顿,剧情,惊悚	悬疑,犯罪,美国,EdwardNorton,心理,爱德华诺顿,剧情,惊悚	http://www.imdb.com/title/tt0117381
她比烟花寂寞	剧情/音乐/传记	8.4	91841	126166	78118	她比烟花寂寞 Hilary and Jackie	1998	英国	英语	121	36.7%,46.3%,15.3%,1.3%,0.4%	她比烟花寂寞,英国,传记,音乐,女性,英国电影,剧情,爱情	她比烟花寂寞,英国,传记,音乐,女性,英国电影,剧情,爱情	http://www.imdb.com/title/tt0150915
黄海	剧情/动作/犯罪	8.4	85585	99671	31791	黄海 황해	2010	韩国 / 美国 / 香港	韩语 / 汉语普通话	157	35.6%,49.2%,13.9%,1.1%,0.2%	韩国,犯罪,暴力,河正宇,韩国电影,悬疑,罗宏镇,金允石	韩国,犯罪,暴力,河正宇,韩国电影,悬疑,罗宏镇,金允石	http://www.imdb.com/title/tt1230385
金福南杀人事件始末	剧情/惊悚/犯罪	8.4	81787	94969	30799	金福南杀人事件始末 김복남 살인사건의 전말	2010	韩国	韩语	116	36.3%,48.9%,13.6%,1.0%,0.2%	韩国,人性,犯罪,惊悚,暴力,血腥,悬疑,剧情	韩国,人性,犯罪,惊悚,暴力,血腥,悬疑,剧情	http://www.imdb.com/title/tt1646959
盗钥匙的方法	剧情/喜剧	8.4	77501	88447	34960	盗钥匙的方法 鍵泥棒のメソッド	2012	日本	日语	128	36.6%,49.5%,13.1%,0.7%,0.1%	日本,喜剧,黑色幽默,2012,剧情,搞笑,温情,爱情	日本,喜剧,黑色幽默,2012,剧情,搞笑,温情,爱情	http://www.imdb.com/title/tt2078599
狗镇	剧情/悬疑/惊悚	8.4	76719	94099	68692	狗镇 Dogville	2003	丹麦 / 瑞典 / 挪威 / 芬兰 / 英国 / 法国 / 德国 / 荷兰 / 意大利	英语	178	44.5%,37.3%,14.3%,2.6%,1.3%	人性,NicoleKidman,剧情,丹麦,拉斯·冯·特里尔,美国,电影,欧洲	人性,NicoleKidman,剧情,丹麦,拉斯·冯·特里尔,美国,电影,欧洲	http://www.imdb.com/title/tt0276919
艺术家	剧情/喜剧/爱情	8.4	76589	93899	69426	艺术家 The Artist	2011	法国 / 比利时 / 美国	英语 / 法语	100	37.3%,46.1%,14.9%,1.3%,0.4%	默片,黑白,法国电影,爱情,奥斯卡,剧情,喜剧,经典	默片,黑白,法国电影,爱情,奥斯卡,剧情,喜剧,经典	http://www.imdb.com/title/tt1655442
推手	剧情/家庭	8.4	69103	85416	24861	推手	1991	台湾 / 美国	汉语普通话 / 英语 / 粤语	105	32.9%,53.1%,13.4%,0.6%,0.1%	李安,家庭,台湾,台湾电影,郎雄,剧情,推手,1992	李安,家庭,台湾,台湾电影,郎雄,剧情,推手,1992	http://www.imdb.com/title/tt0105652
王牌对王牌	剧情/动作/悬疑/惊悚/犯罪	8.4	66874	81564	24596	王牌对王牌 The Negotiator	1998	美国 / 德国	英语	140	36.0%,50.6%,12.6%,0.6%,0.1%	犯罪,美国,悬疑,KevinSpacey,剧情,动作,经典,美国电影	犯罪,美国,悬疑,KevinSpacey,剧情,动作,经典,美国电影	http://www.imdb.com/title/tt0120768
盗火线	剧情/动作/惊悚/犯罪	8.4	66833	86322	29087	盗火线 Heat	1995	美国	英语 / 西班牙语	170	37.8%,45.0%,15.6%,1.3%,0.3%	美国,犯罪,警匪,动作,黑帮,1995,经典,剧情	美国,犯罪,警匪,动作,黑帮,1995,经典,剧情	http://www.imdb.com/title/tt0113277
结婚礼服	剧情/家庭	8.4	65141	81850	20658	结婚礼服 웨딩드레스	2010	韩国	韩语	109	40.7%,42.5%,15.2%,1.3%,0.2%	亲情,感人,韩国电影,韩国,温情,感动,婚纱,宋允儿	亲情,感人,韩国电影,韩国,温情,感动,婚纱,宋允儿	http://www.imdb.com/title/tt1754866
百变狸猫	剧情/喜剧/动画/奇幻	8.4	57440	74930	15220	百变狸猫 平成狸合戦ぽんぽこ	1994	日本	日语	119	37.8%,44.4%,16.6%,1.1%,0.1%	宫崎骏,动画,日本,吉卜力,百变狸猫,高畑勋,日本动画,动漫	宫崎骏,动画,日本,吉卜力,百变狸猫,高畑勋,日本动画,动漫	http://www.imdb.com/title/tt0110008
如父如子	剧情/家庭	8.4	55971	64612	49554	如父如子 そして父になる	2013	日本	日语	120	34.4%,52.1%,12.7%,0.6%,0.1%	日本,是枝裕和,福山雅治,日本电影,亲情,剧情,2013,家庭	日本,是枝裕和,福山雅治,日本电影,亲情,剧情,2013,家庭	http://www.imdb.com/title/tt2331143
蓝白红三部曲之白	剧情/喜剧/爱情/悬疑	8.4	53517	75491	39868	蓝白红三部曲之白 Trois couleurs: Blanc	1994	法国 / 波兰 / 瑞士	法语 / 波兰语	91	36.9%,48.4%,13.7%,0.8%,0.2%	法国,文艺,波兰,爱情,1994,剧情,经典,人性	法国,文艺,波兰,爱情,1994,剧情,经典,人性	http://www.imdb.com/title/tt0111507
现代启示录	剧情/战争	8.4	51590	69354	47563	现代启示录 Apocalypse Now	1979	美国	英语 / 法语 / 高棉语 / 越南语	153	39.3%,42.4%,15.8%,1.9%,0.6%	战争,越战,美国,人性,弗朗西斯·福特·科波拉,经典,美国电影,科波拉	战争,越战,美国,人性,弗朗西斯·福特·科波拉,经典,美国电影,科波拉	http://www.imdb.com/title/tt0078788
三毛从军记	剧情/喜剧/战争	8.4	49686	69450	2632	三毛从军记	1992	中国大陆	汉语普通话	90	37.5%,45.4%,15.6%,1.2%,0.3%	喜剧,中国,经典,战争,儿童,大陆,国产,童年	喜剧,中国,经典,战争,儿童,大陆,国产,童年	http://www.imdb.com/title/tt5781778
秋天的童话	剧情/爱情	8.4	47941	63711	15828	秋天的童话 秋天的童話	1987	香港	粤语 / 英语 / 日语	98	35.4%,49.3%,14.6%,0.5%,0.1%	周润发,钟楚红,爱情,香港,香港电影,张婉婷,经典,秋天的童话	周润发,钟楚红,爱情,香港,香港电影,张婉婷,经典,秋天的童话	http://www.imdb.com/title/tt0093426
那山那人那狗	剧情/家庭	8.4	47572	62777	22399	那山那人那狗	1999	中国大陆	汉语普通话	93	37.9%,47.2%,13.9%,0.9%,0.2%	亲情,剧情,文艺,温情,1999,家庭,人生,中国大陆	亲情,剧情,文艺,温情,1999,家庭,人生,中国大陆	http://www.imdb.com/title/tt0210916
大河恋	剧情/家庭	8.4	45750	60054	34789	大河恋 A River Runs Through It	1992	美国	英语	123	37.8%,46.9%,14.4%,0.8%,0.1%	美国,亲情,BradPitt,布拉德·皮特,大河恋,美国电影,剧情,经典	美国,亲情,BradPitt,布拉德·皮特,大河恋,美国电影,剧情,经典	http://www.imdb.com/title/tt0105265
我的名字叫可汗	剧情/爱情	8.4	45016	55230	24913	我的名字叫可汗 My Name Is Khan	2010	印度	北印度语 / 乌尔都语 / 英语	165	43.3%,38.7%,14.8%,2.3%,0.9%	印度,励志,印度电影,信仰,穆斯林,剧情,宝莱坞,2010	印度,励志,印度电影,信仰,穆斯林,剧情,宝莱坞,2010	http://www.imdb.com/title/tt1188996
天鹅绒金矿	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
坏孩子的天空	剧情	8.4	43517	57157	43525	坏孩子的天空 キッズ・リターン	1996	日本	日语	107	36.3%,49.1%,13.6%,0.9%,0.2%	北野武,日本,青春,日本电影,成长,坏孩子的天空,1996,安藤政信	北野武,日本,青春,日本电影,成长,坏孩子的天空,1996,安藤政信	http://www.imdb.com/title/tt0116767
偶滴神啊	剧情/喜剧	8.4	42682	49180	19523	偶滴神啊 OMG: Oh My God!	2012	印度	印地语 / 英语	125	38.3%,44.5%,14.9%,1.7%,0.5%	印度,宗教,喜剧,信仰,宝莱坞,人性,2012,剧情	印度,宗教,喜剧,信仰,宝莱坞,人性,2012,剧情	http://www.imdb.com/title/tt2283748
尼罗河上的惨案	剧情/悬疑/犯罪	8.4	41663	53832	15274	尼罗河上的惨案 Death on the Nile	1978	英国	英语 / 法语 / 德语	140	36.2%,50.6%,12.7%,0.4%,0.1%	悬疑,英国,推理,侦探,阿加莎,经典,犯罪,英国电影	悬疑,英国,推理,侦探,阿加莎,经典,犯罪,英国电影	http://www.imdb.com/title/tt0077413
杰出公民	剧情/喜剧	8.4	40912	45391	48439	杰出公民 El ciudadano ilustre	2016	阿根廷 / 西班牙	西班牙语	118	36.8%,48.4%,13.3%,1.2%,0.3%	阿根廷,黑色幽默,人性,西班牙,剧情,讽刺,喜剧,2016	阿根廷,黑色幽默,人性,西班牙,剧情,讽刺,喜剧,2016	http://www.imdb.com/title/tt4562518
摩托日记	剧情/传记/冒险	8.4	33840	44404	31341	摩托日记 Diarios de motocicleta	2004	阿根廷 / 美国 / 智利 / 秘鲁 / 巴西 / 英国 / 德国 / 法国	奇楚亚语 / 西班牙语	126	38.6%,45.8%,14.3%,1.1%,0.2%	格瓦拉,阿根廷,传记,旅行,青春,摩托日记,南美,成长	格瓦拉,阿根廷,传记,旅行,青春,摩托日记,南美,成长	http://www.imdb.com/title/tt0318462
不可饶恕	剧情/西部	8.4	32656	39692	25740	不可饶恕 Unforgiven	1992	美国	英语	131	35.8%,48.5%,14.5%,1.0%,0.2%	美国,犯罪,剧情,经典,动作,人性,牛仔,暴力	美国,犯罪,剧情,经典,动作,人性,牛仔,暴力	http://www.imdb.com/title/tt0105695
孙子从美国来	剧情/家庭/儿童	8.4	31677	36982	18420	孙子从美国来	2012	中国大陆	陕西话 / 汉语普通话 / 英语	89	36.3%,47.0%,15.4%,1.0%,0.2%	温情,亲情,中国,文化差异,国产,大陆,剧情,2012	温情,亲情,中国,文化差异,国产,大陆,剧情,2012	http://www.imdb.com/title/tt2759302
茜茜公主2	剧情/爱情/历史	8.4	26168	36603	3885	茜茜公主2 Sissi - Die junge Kaiserin	1956	奥地利	德语 / 匈牙利语	107	38.5%,44.8%,15.9%,0.8%,0.1%	奥地利,茜茜公主,经典,爱情,传记,历史,电影,德国	奥地利,茜茜公主,经典,爱情,传记,历史,电影,德国	http://www.imdb.com/title/tt0049762
人生密密缝	剧情/同性/家庭	8.4	25640	28148	34244	人生密密缝 彼らが本気で編むときは、	2017	日本	日语	127	36.3%,49.4%,13.2%,0.9%,0.2%	日本,LGBT,同性,温情,家庭,2017,剧情,人生	日本,LGBT,同性,温情,家庭,2017,剧情,人生	http://www.imdb.com/title/tt5633706
奔腾年代	剧情/历史/运动	8.4	24831	31433	19450	奔腾年代 Seabiscuit	2003	美国	英语	140	35.2%,48.7%,15.0%,1.0%,0.2%	励志,美国,美国电影,奔腾年代,传奇,体育,剧情,2003	励志,美国,美国电影,奔腾年代,传奇,体育,剧情,2003	http://www.imdb.com/title/tt0329575
喜福会	剧情/爱情	8.4	23472	28976	18609	喜福会 The Joy Luck Club	1993	美国	英语 / 汉语普通话	139	40.0%,43.8%,14.1%,1.7%,0.5%	女性,美国,亲情,文化,喜福会,中国,美国电影,王颖	女性,美国,亲情,文化,喜福会,中国,美国电影,王颖	http://www.imdb.com/title/tt0107282
借着雨点说爱你	剧情/爱情/奇幻	8.4	23213	29894	21313	借着雨点说爱你 いま、会いにゆきます	2004	日本	日语	119	41.7%,40.6%,16.3%,1.2%,0.2%	日本电影,日本,爱情,温情,竹内结子,現在，很想見你,电影,愛情	日本电影,日本,爱情,温情,竹内结子,現在，很想見你,电影,愛情	http://www.imdb.com/title/tt0442268
八部半	剧情/奇幻	8.4	22818	33419	45982	八部半 8½	1963	意大利 / 法国	意大利语 / 英语 / 法语 / 德语	138	44.4%,37.3%,14.8%,2.3%,1.2%	费里尼,意大利,意大利电影,经典,FedericoFellini,1963,Federico_Fellini,电影	费里尼,意大利,意大利电影,经典,FedericoFellini,1963,Federico_Fellini,电影	http://www.imdb.com/title/tt0056801
勇往直前	剧情/传记/灾难	8.4	22785	24425	22404	勇往直前 Only the Brave	2017	美国	英语	134	36.7%,49.8%,12.5%,0.8%,0.2%	真实事件改编,灾难,美国,消防,传记,剧情,2017,森林火灾	真实事件改编,灾难,美国,消防,传记,剧情,2017,森林火灾	http://www.imdb.com/title/tt3829920
危楼愚夫	剧情	8.4	22648	25441	25817	危楼愚夫 Дурак	2014	俄罗斯	俄语	116	37.6%,47.5%,13.4%,1.1%,0.3%	俄罗斯,人性,社会,政治,剧情,俄罗斯电影,荒诞,2014	俄罗斯,人性,社会,政治,剧情,俄罗斯电影,荒诞,2014	http://www.imdb.com/title/tt3560686
祖与占	剧情/爱情	8.4	22404	30144	38023	祖与占 Jules et Jim	1962	法国	法语 / 德语 / 英语	105	39.3%,43.7%,15.0%,1.5%,0.5%	法国,新浪潮,特吕弗,爱情,法国电影,弗朗索瓦·特吕弗,FrancoisTruffaut,1962	法国,新浪潮,特吕弗,爱情,法国电影,弗朗索瓦·特吕弗,FrancoisTruffaut,1962	http://www.imdb.com/title/tt0055032
弗兰西丝·哈	剧情/喜剧	8.4	21773	25525	26586	弗兰西丝·哈 Frances Ha	2012	美国	英语	86	37.8%,45.5%,14.9%,1.5%,0.3%	美国,黑白,文艺,青春,喜剧,独立,2012,剧情	美国,黑白,文艺,青春,喜剧,独立,2012,剧情	http://www.imdb.com/title/tt2347569
茜茜公主3	剧情/爱情/历史	8.4	21353	29674	3298	茜茜公主3 Sissi - Schicksalsjahre einer Kaiserin	1957	奥地利	德语 / 希腊语 / 匈牙利语 / 意大利语 / 葡萄牙语	109	40.0%,43.0%,15.9%,0.9%,0.1%	奥地利,茜茜公主,经典,爱情,传记,电影,历史,1957	奥地利,茜茜公主,经典,爱情,传记,电影,历史,1957	http://www.imdb.com/title/tt0050974
菲洛梅娜	剧情/同性/家庭/传记	8.4	19151	22084	27024	菲洛梅娜 Philomena	2013	英国 / 美国 / 法国	英语	98	33.3%,52.8%,13.0%,0.7%,0.2%	英国,剧情,亲情,2013,美国,人性,温情,宗教	英国,剧情,亲情,2013,美国,人性,温情,宗教	http://www.imdb.com/title/tt2431286
猎鹿人	剧情/战争	8.4	19086	24454	19288	猎鹿人 The Deer Hunter	1978	美国 / 英国	英语 / 俄语 / 越南语 / 法语	182	37.4%,46.0%,14.8%,1.4%,0.4%	越战,美国,战争,罗伯特·德尼罗,人性,美国电影,经典,RobertDeNiro	越战,美国,战争,罗伯特·德尼罗,人性,美国电影,经典,RobertDeNiro	http://www.imdb.com/title/tt0077416
